City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
Neuquen,0,AR,1970-01-01 00:00:01.556121600,59,-38.95,-68.06,17.0,4.6
Laguna,5,MX,1970-01-01 00:00:01.556120520,40,27.52,-110.01,23.0,1.59
Pa Daet,75,TH,1970-01-01 00:00:01.556121600,58,19.5,99.99,28.0,7.2
Putyatino,0,RU,1970-01-01 00:00:01.556125862,57,54.16,41.12,13.85,2.69
Huangzhai,2,CN,1970-01-01 00:00:01.556125862,93,23.86,112.01,24.15,0.9
La Rioja,89,AR,1970-01-01 00:00:01.556125863,81,-29.41,-66.86,13.55,3.66
Fomboni,100,KM,1970-01-01 00:00:01.556125809,77,-12.28,43.74,29.75,19.15
Linxia,14,CN,1970-01-01 00:00:01.556125863,38,35.6,103.21,11.55,1.1
Savannah Bight,0,HN,1970-01-01 00:00:01.556125864,78,16.45,-85.85,27.35,7.54
Seminole,1,US,1970-01-01 00:00:01.556125312,76,32.72,-102.64,14.44,2.73
Abu Samrah,0,SY,1970-01-01 00:00:01.556125864,43,35.3,37.18,17.05,0.74
Barra Patuca,3,HN,1970-01-01 00:00:01.556125864,70,15.8,-84.28,28.35,5.75
Samoded,51,RU,1970-01-01 00:00:01.556125865,95,63.61,40.52,5.75,2.03
Kedrovyy,0,RU,1970-01-01 00:00:01.556123400,44,56.17,91.82,4.0,2.18
Havre-Saint-Pierre,75,CA,1970-01-01 00:00:01.556121600,60,50.23,-63.6,4.0,8.2
Turukhansk,17,RU,1970-01-01 00:00:01.556125866,93,65.8,87.96,-19.55,1.91
Beyneu,65,KZ,1970-01-01 00:00:01.556125866,45,45.32,55.19,12.85,1.51
Zalantun,1,CN,1970-01-01 00:00:01.556125867,40,48.0,122.72,1.25,2.34
Wairoa,98,NZ,1970-01-01 00:00:01.556125801,99,-39.04,177.43,15.56,1.75
Peterhead,20,AU,1970-01-01 00:00:01.556125855,93,-34.83,138.5,12.22,2.1
Isla Vista,1,US,1970-01-01 00:00:01.556125855,59,34.41,-119.86,25.56,2.06
Santa Cruz,1,US,1970-01-01 00:00:01.556125695,59,36.97,-122.03,26.11,1.5
Aksu,0,KZ,1970-01-01 00:00:01.556123400,70,52.04,76.93,6.0,3.0
Aurich,40,DE,1970-01-01 00:00:01.556125725,41,53.47,7.48,25.0,7.7
Caravelas,15,BR,1970-01-01 00:00:01.556125872,61,-17.73,-39.27,29.45,3.08
Irbeyskoye,0,RU,1970-01-01 00:00:01.556125872,53,55.64,95.45,4.05,1.83
North Platte,1,US,1970-01-01 00:00:01.556125509,45,41.12,-100.77,22.22,3.1
Coahuayana,1,MX,1970-01-01 00:00:01.556125872,12,18.62,-100.35,37.85,1.84
Matamoros,75,US,1970-01-01 00:00:01.556125817,65,25.87,-97.51,29.0,8.2
Carahue,90,CL,1970-01-01 00:00:01.556121600,100,-38.71,-73.16,10.0,1.5
Vostok,0,RU,1970-01-01 00:00:01.556125873,50,46.45,135.83,-0.75,1.58
Buala,46,SB,1970-01-01 00:00:01.556125874,81,-8.15,159.59,28.15,3.67
Hlobyne,0,UA,1970-01-01 00:00:01.556125874,37,49.39,33.25,14.85,1.71
Gushikawa,75,JP,1970-01-01 00:00:01.556125396,88,26.35,127.87,26.0,6.7
Kisangani,67,CD,1970-01-01 00:00:01.556125875,54,0.52,25.21,28.25,1.46
Changli,99,CN,1970-01-01 00:00:01.556125875,52,30.54,105.42,26.05,0.76
Kampot,40,KH,1970-01-01 00:00:01.556123400,83,10.62,104.18,28.0,1.0
Buchanan,75,LR,1970-01-01 00:00:01.556121600,74,5.88,-10.05,31.0,5.1
Shymkent,90,KZ,1970-01-01 00:00:01.556123400,87,42.31,69.59,10.0,9.0
Port Blair,59,IN,1970-01-01 00:00:01.556125876,74,11.67,92.75,30.35,3.06
Menongue,85,AO,1970-01-01 00:00:01.556125877,55,-14.66,17.68,22.85,1.45
Maniitsoq,94,GL,1970-01-01 00:00:01.556125877,82,65.42,-52.9,-9.35,8.84
Phulabani,34,IN,1970-01-01 00:00:01.556125877,40,20.47,84.23,28.95,3.2
Khonsa,0,IN,1970-01-01 00:00:01.556125877,64,26.99,95.51,20.35,1.37
Grand-Santi,84,GF,1970-01-01 00:00:01.556125878,91,4.27,-54.38,27.35,1.82
Astoria,1,US,1970-01-01 00:00:01.556125723,62,46.19,-123.83,12.78,4.6
Half Moon Bay,1,US,1970-01-01 00:00:01.556125867,68,37.46,-122.43,27.22,1.5
Namatanai,70,PG,1970-01-01 00:00:01.556125879,85,-3.66,152.44,26.25,2.64
Gimli,100,CA,1970-01-01 00:00:01.556125811,28,50.63,-96.99,18.33,5.36
Naze,100,NG,1970-01-01 00:00:01.556125879,69,5.43,7.07,28.75,2.85
Teeli,25,RU,1970-01-01 00:00:01.556125880,42,51.01,90.2,2.35,1.78
Olden,0,NO,1970-01-01 00:00:01.556125283,23,61.84,6.81,19.0,3.6
La Orilla,80,MX,1970-01-01 00:00:01.556125880,66,18.0,-102.23,26.95,4.08
Lamont,90,CA,1970-01-01 00:00:01.556125734,36,53.76,-112.78,7.0,7.2
Kushtagi,90,IN,1970-01-01 00:00:01.556125881,16,15.76,76.19,33.95,3.01
Labuhan,87,ID,1970-01-01 00:00:01.556125882,90,-2.54,115.51,23.95,1.2
Marienburg,0,DE,1970-01-01 00:00:01.556125776,41,52.12,9.98,24.44,4.6
Cam Ranh,20,VN,1970-01-01 00:00:01.556123400,78,11.92,109.15,28.0,2.6
Jalu,0,LY,1970-01-01 00:00:01.556125883,9,29.03,21.55,31.65,5.39
Ketchikan,75,US,1970-01-01 00:00:01.556124780,80,55.34,-131.65,5.0,2.6
Hansot,0,IN,1970-01-01 00:00:01.556123400,70,21.59,72.81,29.0,10.05
Cobadin,0,RO,1970-01-01 00:00:01.556125200,62,44.06,28.23,12.0,5.7
Kautokeino,50,NO,1970-01-01 00:00:01.556125884,98,69.01,23.04,1.25,1.49
Point Pleasant,1,US,1970-01-01 00:00:01.556125715,34,40.08,-74.07,22.22,6.7
Abdulino,87,RU,1970-01-01 00:00:01.556125885,74,53.68,53.66,11.25,3.58
Gat,0,SN,1970-01-01 00:00:01.556123400,40,14.69,-16.54,31.0,5.7
Balkhash,100,KZ,1970-01-01 00:00:01.556125886,63,46.84,74.98,9.45,5.13
Saint-Michel-des-Saints,100,CA,1970-01-01 00:00:01.556125824,97,46.68,-73.92,2.35,3.21
Mabaruma,78,GY,1970-01-01 00:00:01.556125886,81,8.2,-59.78,28.75,2.34
Matadi,87,CD,1970-01-01 00:00:01.556125887,81,-5.83,13.46,27.65,3.18
